-92.0000	35.0001	397.3651
-92.0000	35.0276	389.7153
-92.0000	35.0552	374.7040
-92.0000	35.0827	346.4816
-92.0000	35.1103	306.8453
-92.0000	35.1379	260.7528
-92.0000	35.1654	211.8088
-92.0000	35.1930	164.3945
-92.0000	35.2205	120.7602
-92.0000	35.2481	79.6819
-92.0000	35.2756	41.0817
-92.0000	35.3032	10.3613
-92.0000	35.3308	-3.4254
-92.0000	35.3583	2.3839
-92.0000	35.3859	27.0820
-92.0000	35.4134	66.9925
-92.0000	35.4410	109.0376
-92.0000	35.4685	128.8617
-92.0000	35.4961	124.3219
-92.0000	35.5237	91.3902
-92.0000	35.5512	46.1096
-92.0000	35.5788	20.6431
-92.0000	35.6063	35.0672
-92.0000	35.6339	78.5626
-92.0000	35.6614	120.5007
-92.0000	35.6890	129.2540
-92.0000	35.7165	91.5334
-92.0000	35.7441	44.2554
-92.0000	35.7717	49.3056
-92.0000	35.7992	77.3880
-92.0000	35.8268	92.7347
-92.0000	35.8543	95.0724
-92.0000	35.8819	86.3415
-92.0000	35.9094	63.0409
-92.0000	35.9370	19.3099
-92.0000	35.9646	-42.7648
-92.0000	35.9921	-108.9913
-92.0000	36.0197	-165.1797
-92.0000	36.0472	-185.5440
-92.0000	36.0748	-129.8665
-92.0000	36.1023	-30.1297
-92.0000	36.1299	67.2219
-92.0000	36.1575	139.2928
-92.0000	36.1850	173.8934
-92.0000	36.2126	153.4892
-92.0000	36.2401	65.6784
-92.0000	36.2677	-60.4322
-92.0000	36.2952	-154.7744
-92.0000	36.3228	-179.9851
-92.0000	36.3504	-169.2258
-92.0000	36.3779	-150.4367
-92.0000	36.4055	-134.4760
-92.0000	36.4330	-124.0973
-92.0000	36.4606	-118.8116
-92.0000	36.4881	-114.3372
-92.0000	36.5157	-98.5332
-92.0000	36.5433	-59.2321
-92.0000	36.5708	43.0984
-92.0000	36.5984	135.1991
-92.0000	36.6259	0.5539
-92.0000	36.6535	-99.6954
-92.0000	36.6810	-99.5908
-92.0000	36.7086	-49.5393
-92.0000	36.7362	18.1784
-92.0000	36.7637	81.6130
-92.0000	36.7913	124.5849
-92.0000	36.8188	145.2335
-92.0000	36.8464	167.1178
-92.0000	36.8739	186.0428
-92.0000	36.9015	173.7758
-92.0000	36.9291	122.2935
-92.0000	36.9566	46.1366
-92.0000	36.9842	-33.7871
-92.0000	37.0117	-105.3334
-92.0000	37.0393	-164.0075
-92.0000	37.0668	-208.3150
-92.0000	37.0944	-244.5062
-92.0000	37.1220	-271.3529
-92.0000	37.1495	-277.9193
-92.0000	37.1771	-294.6571
-92.0000	37.2046	-334.1469
-92.0000	37.2322	-367.2152
-92.0000	37.2597	-374.4285
-92.0000	37.2873	-354.9182
-92.0000	37.3149	-309.1900
-92.0000	37.3424	-236.2152
-92.0000	37.3700	-151.6790
-92.0000	37.3975	-75.5972
-92.0000	37.4251	-24.0834
-92.0000	37.4526	-14.7223
-92.0000	37.4802	-10.6950
-92.0000	37.5078	17.4649
-92.0000	37.5353	57.9858
-92.0000	37.5629	123.9260
-92.0000	37.5904	179.3021
-92.0000	37.6180	221.6941
-92.0000	37.6455	265.5193
-92.0000	37.6731	314.4075
-92.0000	37.7007	367.0816
-92.0000	37.7282	407.9375
-92.0000	37.7558	424.4511
-92.0000	37.7833	415.9103
-92.0000	37.8109	384.0983
-92.0000	37.8384	331.9886
-92.0000	37.8660	275.1586
-92.0000	37.8935	229.5179
-92.0000	37.9211	192.2866
-92.0000	37.9487	145.1130
-92.0000	37.9762	80.0650
