-92 37.456333 -53.48
-91.999168 35.864166 -13.43
-91.998833 35.019333 -11.6
-91.998833 35.019501 -11.63
-91.998833 35.026669 -11.86
-91.998833 35.026669 -11.82
-91.998833 35.584667 -11.19
-91.998833 35.279167 -18.64
-91.998833 35.279167 -18.69
-91.998665 35.003666 -11.56
-91.998665 35.003666 -11.61
-91.998665 35.453335 -16.29
-91.998665 35.453335 -16.33
-91.998337 35.174 -13.79
-91.998337 35.610832 -9.81
-91.998337 35.618168 -11.12
-91.998337 36.391335 -19.04
-91.998169 37.836834 -42.58
-91.998169 37.837002 -42.57
-91.998001 36.195168 -14.34
-91.997833 35.032833 -12.08
-91.997833 35.033001 -12.12
-91.997833 35.325832 -20.47
-91.997665 37.032665 -46
-91.997665 37.032665 -46.01
-91.997498 35.097 -13.1
-91.99733 35.096832 -13.04
-91.99733 35.097168 -13.64
-91.997169 35.154835 -15.56
-91.997169 35.154999 -15.58
-91.997002 37.188168 -49.75
-91.996834 37.188168 -49.7
-91.996666 35.860168 -10.94
-91.996666 35.8615 -11.1
-91.99617 35.135334 -14.86
-91.99617 35.135334 -14.88
-91.995499 35.496334 -12.3
-91.995331 35.496334 -12.29
-91.995331 35.118832 -14.1
-91.994164 35.804668 -14.79
-91.994164 36.679333 -41.94
-91.994164 36.679501 -42.01
-91.993668 35.339668 -20.31
-91.993668 35.339668 -20.34
-91.993332 35.044334 -11.76
-91.993332 35.5485 -9.89
-91.993004 36.138 -14.74
-91.992836 35.468834 -15.2
-91.992836 35.468834 -15.2
-91.992836 35.257168 -17.62
-91.992836 35.257168 -17.61
-91.9925 35.367001 -19.16
-91.992332 35.366833 -19.15
-91.992165 35.189167 -15.71
-91.992165 35.189167 -15.72
-91.990501 35.198666 -16.05
-91.990501 35.939999 -11
-91.990334 35.198666 -16.11
-91.990334 36.832169 -44.88
-91.990334 36.832169 -44.85
-91.989998 35.044167 -11.8
-91.989998 35.010502 -11.46
-91.989998 35.519165 -10.79
-91.98983 35.010334 -11.48
-91.98967 35.046833 -11.93
-91.98967 35.047001 -11.95
-91.98967 35.010334 -11.58
-91.98967 35.010502 -11.59
-91.98967 37.127335 -48.96
-91.98967 37.127335 -48.98
-91.989502 35.060501 -12.32
-91.989502 35.404499 -19.42
-91.989334 35.060333 -12.33
-91.989334 35.404335 -19.39
-91.989166 35.054832 -12.07
-91.989166 35.055 -12.09
-91.989166 35.069168 -12.41
-91.989166 35.069168 -12.41
-91.988831 35.074333 -12.72
-91.988831 35.074501 -12.74
-91.988831 35.083668 -12.92
-91.988831 35.083668 -12.93
-91.988831 35.091167 -13.1
-91.988831 35.091167 -13.09
-91.988831 35.133667 -14.42
-91.988831 35.133667 -14.41
-91.98867 35.249668 -18.2
-91.98867 35.249668 -18.16
-91.988503 35.096832 -13.06
-91.987503 35.003834 -11.97
-91.987503 35.209167 -16.56
-91.987503 35.619167 -11.63
-91.987335 35.003834 -11.94
-91.987335 35.209167 -16.52
-91.987335 36.550835 -28.92
-91.987167 35.447834 -16.79
-91.987167 35.448002 -16.83
-91.987 35.167168 -15.56
-91.986832 35.167168 -15.58
-91.986664 35.175167 -14.21
-91.986664 35.242168 -17.25
-91.986664 35.242168 -17.23
-91.986664 38.494835 -54.51
-91.986664 38.494999 -54.5
-91.986 35.655834 -10.51
-91.985497 36.618832 -33.64
-91.985336 36.618832 -33.68
-91.985001 35.184166 -15.46
-91.985001 36.096001 -17.13
-91.985001 35.964169 -8.95
-91.984833 35.184166 -15.46
-91.984665 35.118832 -13.31
-91.984665 35.118832 -13.34
-91.984665 35.987999 -10.73
-91.984001 36.898666 -44.19
-91.983833 35.136833 -14.2
-91.983833 35.137001 -14.22
-91.983833 36.898666 -44.14
-91.983833 36.275833 -15.43
-91.98333 35.341331 -20.14
-91.98333 36.082001 -14.33
-91.98333 36.801666 -45.43
-91.98333 36.801666 -45.43
-91.98333 36.1325 -11.9
-91.982834 37.202332 -53.77
-91.982498 35.466999 -15.46
-91.982498 35.194168 -15.77
-91.982498 36.452168 -22.58
-91.98233 35.466835 -15.42
-91.98233 35.194168 -15.79
-91.98233 36.770832 -40.31
-91.98233 36.965332 -44.57
-91.982002 35.497002 -11.9
-91.981834 35.496834 -11.93
-91.981834 36.484165 -27.13
-91.981834 36.293499 -16.97
-91.981667 35.494167 -10.02
-91.981667 35.439835 -15.32
-91.981667 35.439999 -15.33
-91.981667 35.4445 -15.78
-91.981667 38.201668 -40.84
-91.981667 38.201668 -40.83
-91.980835 35.096832 -12.85
-91.980835 35.097 -12.86
-91.980499 35.104168 -12.73
-91.980499 35.111332 -13.1
-91.980331 35.036835 -11.05
-91.980331 35.036999 -11.08
-91.980331 35.104168 -12.75
-91.980331 35.111332 -13.08
-91.980003 35.083668 -12.25
-91.980003 35.443832 -15.69
-91.980003 36.389332 -23.14
-91.979836 35.083668 -12.25
-91.978836 35.412334 -18.78
-91.978836 35.412498 -18.82
-91.978836 35.878834 -11.35
-91.978333 36.496166 -24.87
-91.978333 38.421665 -53.01
-91.978333 38.421665 -53
-91.977837 35.230335 -16.9
-91.977837 35.230335 -16.94
-91.977837 35.242832 -16.96
-91.977837 35.242832 -16.99
-91.977837 35.434666 -17.62
-91.977837 35.434666 -17.6
-91.977669 35.002834 -10.3
-91.977669 35.002998 -10.31
-91.977669 37.681168 -52.78
-91.977669 37.681168 -52.73
-91.977501 35.249168 -17.27
-91.977501 35.256668 -17.39
-91.977501 38.114166 -40.79
-91.977333 35.249168 -17.22
-91.977333 35.256668 -17.4
-91.977333 38.114166 -40.75
-91.977165 35.260834 -17.52
-91.977165 35.260834 -17.49
-91.977165 36.322666 -18.12
-91.976669 35.272335 -17.31
-91.976669 35.272499 -17.34
-91.976669 35.278667 -17.59
-91.976669 35.278667 -17.61
-91.975998 35.695168 -13.47
-91.97583 35.300335 -18.85
-91.97583 35.300499 -18.88
-91.975334 35.418335 -18.52
-91.975334 35.418335 -18.52
-91.975334 35.311165 -19.42
-91.975334 35.311165 -19.43
-91.974831 37.466835 -53.42
-91.97467 37.531834 -51.1
-91.97467 37.532001 -51.07
-91.974503 35.183834 -14.63
-91.974335 35.183834 -14.63
-91.974167 35.446335 -16.7
-91.974167 35.446335 -16.73
-91.973831 35.420334 -17.03
-91.973663 35.490334 -13.38
-91.973663 35.490501 -13.36
-91.973335 35.269001 -16.95
-91.973335 35.269333 -17.03
-91.972832 35.462833 -14.74
-91.971664 35.307835 -18.33
-91.971336 35.068832 -11.41
-91.970497 36.033833 -13.16
-91.970337 35.688835 -11.83
-91.970337 35.688835 -11.84
-91.970001 35.308167 -18.43
-91.970001 36.446499 -20.3
-91.970001 36.497665 -27.97
-91.970001 35.870998 -12.42
-91.96933 35.627499 -11.41
-91.96917 35.329834 -19.62
-91.96917 35.330002 -19.68
-91.96917 37.282166 -59.17
-91.96917 37.282166 -59.15
-91.968834 35.893333 -10.68
-91.96833 35.199833 -15.52
-91.96833 35.200001 -15.55
-91.96833 35.111168 -12.32
-91.96833 35.111168 -12.29
-91.96833 35.140335 -13.51
-91.96833 38.036667 -31.9
-91.967163 35.191334 -14.98
-91.967163 35.191334 -15
-91.966835 35.504166 -11.04
-91.966667 35.765835 -14.95
-91.966667 36.321667 -15.44
-91.966667 36.029667 -10.6
-91.965836 35.344334 -19.22
-91.965836 35.344501 -19.3
-91.9655 37.763668 -46.02
-91.965332 37.763668 -46.02
-91.965164 35.807667 -14.45
-91.965164 35.935165 -9.7
-91.965004 35.105835 -11.03
-91.965004 35.106834 -11.16
-91.964668 35.483334 -13.59
-91.964668 35.483334 -13.57
-91.964165 35.300335 -18.77
-91.964165 35.300499 -18.79
-91.964165 35.457169 -15.34
-91.964165 35.457169 -15.38
-91.963837 35.212833 -15.94
-91.963837 35.213001 -15.96
-91.963333 35.003666 -11.23
-91.963333 35.003666 -11.19
-91.962997 35.096333 -11.74
-91.962837 35.035332 -10.13
-91.962837 35.0355 -10.16
-91.962837 35.096333 -11.72
-91.962837 35.103668 -11.87
-91.962837 35.103668 -11.86
-91.962837 35.285835 -17.55
-91.962837 35.285835 -17.54
-91.962502 35.068832 -10.91
-91.962502 35.717167 -14.12
-91.962502 35.786667 -14.36
-91.962502 35.126999 -12.62
-91.962502 35.132832 -12.75
-91.962334 35.068832 -10.91
-91.962334 35.126835 -12.58
-91.962334 35.132832 -12.75
-91.962166 35.083668 -11.47
-91.962166 35.083668 -11.43
-91.962166 35.090832 -11.61
-91.962166 35.090832 -11.59
-91.962166 35.716667 -12.7
-91.962166 35.716667 -12.71
-91.96183 35.841667 -13.14
-91.96167 35.063332 -10.72
-91.96167 35.063332 -10.71
