-92.0000	35.0001	18.4709
-92.0000	35.0276	26.1457
-92.0000	35.0552	32.5319
-92.0000	35.0827	36.7417
-92.0000	35.1103	38.5047
-92.0000	35.1379	38.0708
-92.0000	35.1654	36.1938
-92.0000	35.1930	34.0423
-92.0000	35.2205	32.9359
-92.0000	35.2481	33.9302
-92.0000	35.2756	37.4838
-92.0000	35.3032	43.4431
-92.0000	35.3308	51.2861
-92.0000	35.3583	60.3602
-92.0000	35.3859	69.9722
-92.0000	35.4134	79.3738
-92.0000	35.4410	87.7463
-92.0000	35.4685	94.2669
-92.0000	35.4961	98.2667
-92.0000	35.5237	99.3786
-92.0000	35.5512	97.5339
-92.0000	35.5788	92.8069
-92.0000	35.6063	85.3023
-92.0000	35.6339	75.2568
-92.0000	35.6614	63.2876
-92.0000	35.6890	50.5298
-92.0000	35.7165	38.4428
-92.0000	35.7441	28.3136
-92.0000	35.7717	20.7355
-92.0000	35.7992	15.3792
-92.0000	35.8268	11.1440
-92.0000	35.8543	6.5113
-92.0000	35.8819	-0.0341
-92.0000	35.9094	-9.4779
-92.0000	35.9370	-21.7493
-92.0000	35.9646	-35.5938
-92.0000	35.9921	-49.0811
-92.0000	36.0197	-60.4430
-92.0000	36.0472	-68.7170
-92.0000	36.0748	-73.9687
-92.0000	36.1023	-77.1511
-92.0000	36.1299	-79.6890
-92.0000	36.1575	-82.9206
-92.0000	36.1850	-87.6361
-92.0000	36.2126	-93.8766
-92.0000	36.2401	-101.0227
-92.0000	36.2677	-108.1250
-92.0000	36.2952	-114.3366
-92.0000	36.3228	-119.2250
-92.0000	36.3504	-122.7902
-92.0000	36.3779	-125.2087
-92.0000	36.4055	-126.5416
-92.0000	36.4330	-126.6393
-92.0000	36.4606	-125.2532
-92.0000	36.4881	-122.1913
-92.0000	36.5157	-117.4104
-92.0000	36.5433	-111.0827
-92.0000	36.5708	-103.6421
-92.0000	36.5984	-95.6501
-92.0000	36.6259	-87.4757
-92.0000	36.6535	-79.1658
-92.0000	36.6810	-70.6889
-92.0000	36.7086	-62.2053
-92.0000	36.7362	-54.0849
-92.0000	36.7637	-46.7299
-92.0000	36.7913	-40.3682
-92.0000	36.8188	-35.0097
-92.0000	36.8464	-30.6207
-92.0000	36.8739	-27.2696
-92.0000	36.9015	-24.9690
-92.0000	36.9291	-23.4087
-92.0000	36.9566	-22.0104
-92.0000	36.9842	-20.3438
-92.0000	37.0117	-18.5349
-92.0000	37.0393	-17.3089
-92.0000	37.0668	-17.6284
-92.0000	37.0944	-20.1558
-92.0000	37.1220	-24.8296
-92.0000	37.1495	-30.7877
-92.0000	37.1771	-36.7061
-92.0000	37.2046	-41.3388
-92.0000	37.2322	-43.9076
-92.0000	37.2597	-44.1534
-92.0000	37.2873	-42.1400
-92.0000	37.3149	-38.0359
-92.0000	37.3424	-32.0293
-92.0000	37.3700	-24.3534
-92.0000	37.3975	-15.3042
-92.0000	37.4251	-5.2280
-92.0000	37.4526	5.4823
-92.0000	37.4802	16.4398
-92.0000	37.5078	27.4215
-92.0000	37.5353	38.4999
-92.0000	37.5629	49.9826
-92.0000	37.5904	62.2558
-92.0000	37.6180	75.6361
-92.0000	37.6455	90.1741
-92.0000	37.6731	105.4611
-92.0000	37.7007	120.6205
-92.0000	37.7282	134.5351
-92.0000	37.7558	146.1744
-92.0000	37.7833	154.8330
-92.0000	37.8109	160.1804
-92.0000	37.8384	162.1759
-92.0000	37.8660	160.9431
-92.0000	37.8935	156.6773
-92.0000	37.9211	149.6694
-92.0000	37.9487	140.4673
-92.0000	37.9762	130.0126
-92.0000	38.0038	119.5379
-92.0000	38.0313	110.1445
-92.0000	38.0589	102.2834
-92.0000	38.0864	95.6068
-92.0000	38.1140	89.4088
-92.0000	38.1416	83.2611
-92.0000	38.1691	77.2578
-92.0000	38.1967	71.7341
-92.0000	38.2242	66.7770
-92.0000	38.2518	61.8988
-92.0000	38.2793	56.0998
-92.0000	38.3069	48.3665
-92.0000	38.3345	38.4031
-92.0000	38.3620	27.1435
-92.0000	38.3896	16.5492
-92.0000	38.4171	8.7375
-92.0000	38.4447	5.1391
-92.0000	38.4722	6.1558
-92.0000	38.4998	11.1337
-91.9611	35.0001	26.5349
-91.9611	35.0276	35.9097
-91.9611	35.0552	43.4171
-91.9611	35.0827	48.2656
-91.9611	35.1103	50.4260
-91.9611	35.1379	50.3587
-91.9611	35.1654	48.8951
-91.9611	35.1930	47.1137
-91.9611	35.2205	46.1149
-91.9611	35.2481	46.7393
-91.9611	35.2756	49.3908
-91.9611	35.3032	54.0673
-91.9611	35.3308	60.5110
-91.9611	35.3583	68.3147
-91.9611	35.3859	76.9278
-91.9611	35.4134	85.6189
-91.9611	35.4410	93.4893
-91.9611	35.4685	99.6129
-91.9611	35.4961	103.2711
-91.9611	35.5237	104.1321
-91.9611	35.5512	102.2244
-91.9611	35.5788	97.7262
-91.9611	35.6063	90.7822
-91.9611	35.6339	81.5540
-91.9611	35.6614	70.4717
-91.9611	35.6890	58.4237
-91.9611	35.7165	46.6401
-91.9611	35.7441	36.2745
-91.9611	35.7717	27.9211
-91.9611	35.7992	21.3667
-91.9611	35.8268	15.6999
-91.9611	35.8543	9.6358
-91.9611	35.8819	1.9133
-91.9611	35.9094	-8.2288
-91.9611	35.9370	-20.6110
-91.9611	35.9646	-34.0502
-91.9611	35.9921	-46.8522
-91.9611	36.0197	-57.5413
-91.9611	36.0472	-65.3712
-91.9611	36.0748	-70.4917
