-91.999969 37.168053 -274.85
-91.999916 35.541161 15.03
-91.999825 37.623333 185.89
-91.999756 36.36417 -119.89
-91.999741 36.247963 167.13
-91.999741 36.480377 -0.91
-91.999733 38.185276 115.11
-91.999725 37.284271 -316.39
-91.999695 36.131763 -16.41
-91.999695 36.596581 146.42
-91.999695 38.408142 -286.45
-91.999687 35.066799 296.63
-91.999672 35.424969 33.01
-91.999657 37.962418 -15.01
-91.999611 36.01556 -30.39
-91.999611 36.712795 -35.98
-91.999496 35.899361 140.4
-91.999496 36.829014 150.98
-91.999451 37.739567 450.19
-91.999443 37.400486 -38.1
-91.99939 35.308784 -51.89
-91.999344 35.783165 50.75
-91.999344 36.945229 55.28
-91.999191 38.301517 -24.93
-91.999176 38.078651 27.05
-91.999168 35.666973 41.96
-91.999161 37.061451 -194.85
-91.99913 37.516716 68.93
-91.999077 35.192596 104.57
-91.999046 37.855797 308.39
-91.998955 35.550774 -1.39
-91.998947 37.17767 -300.55
-91.998787 37.632946 163.48
-91.998764 36.373783 -127.89
-91.998749 36.25758 61.64
-91.998741 36.48999 29.73
-91.998734 35.07642 287.96
-91.998711 35.434589 54.3
-91.998703 36.141376 7.01
-91.998695 37.293884 -315.79
-91.998688 36.606201 101.55
-91.998672 38.194893 70.65
-91.998627 36.025181 -92.64
-91.998619 38.417759 -310.47
-91.998596 36.722408 -32.15
-91.998596 37.972034 -5.28
-91.998512 35.908981 129.59
-91.998482 36.838623 159.61
-91.998436 35.318401 -56.92
-91.998413 37.410107 -20.09
-91.998405 37.749184 421.22
-91.998375 35.792778 71.29
-91.998329 36.954845 22.95
-91.998199 35.67659 61.49
-91.998138 37.071068 -205.23
-91.998131 35.202213 94.14
-91.998131 38.311131 57.63
-91.998123 38.088272 52.71
-91.998093 37.526337 69.62
-91.997993 37.865414 283.51
-91.997986 35.56039 -13.2
-91.997925 37.187286 -324.15
-91.997787 35.086033 277.29
-91.997765 36.3834 -129.07
-91.997757 36.267197 -36.29
-91.997742 35.44421 71.7
-91.997742 36.499611 38.64
-91.997742 37.64257 154.59
-91.997719 36.150997 33.81
-91.997681 36.615822 -9.91
-91.997665 37.303501 -315.08
-91.997643 36.034794 -157.27
-91.997612 38.20451 12.55
-91.997597 36.732025 -21.69
-91.997543 37.981651 -0.84
-91.997543 38.42738 -308.55
-91.997536 35.918594 124.35
-91.997475 35.328018 -58.38
-91.997467 36.848244 170.11
-91.997398 35.802402 85.05
-91.997375 37.419727 -7.22
-91.99736 37.758804 411.92
-91.997307 36.964462 -5.45
-91.997223 35.686199 75.85
-91.997169 35.211834 85.16
-91.997116 37.080681 -214.74
-91.997063 38.097881 125.34
-91.997063 38.320751 146.12
-91.997055 37.535954 114.48
-91.997025 35.570011 -20.22
-91.996941 37.875031 251.51
-91.996895 37.196899 -345.26
-91.996834 35.095654 265.28
-91.99678 35.453827 81.53
-91.996765 36.276814 -94.08
-91.996765 36.393017 -126.75
-91.996742 36.509228 30.31
-91.996727 36.16061 64.98
-91.996696 37.652184 180.23
-91.996681 36.625431 -84.32
-91.996658 36.044411 -216.8
-91.996635 37.313118 -303.69
-91.996582 36.741646 -2.57
-91.996559 35.928215 129.7
-91.996544 38.21413 -27.72
-91.996513 35.337635 -57.69
-91.99649 37.991261 -10.48
-91.996475 38.436993 -246.78
-91.996452 36.857861 180.39
-91.996422 35.812019 94.72
-91.996346 37.429344 8.51
-91.996307 37.768417 417.91
-91.996292 36.974079 -29.89
-91.996254 35.69582 82.02
-91.996216 35.221447 76.43
-91.996101 37.090302 -227.33
-91.996048 35.579632 -25.28
-91.996017 37.54557 178.23
-91.995995 38.107506 218.36
-91.995987 38.330368 145.81
-91.995888 35.10527 252.03
-91.995888 37.884647 215.25
-91.995865 37.206516 -363.4
-91.995819 35.463444 84.31
-91.995773 36.286427 -107.16
-91.995773 36.402637 -120.42
-91.995735 36.170231 100.32
-91.995735 36.518845 19.41
-91.995674 36.054028 -254.36
-91.995667 36.635048 -108.1
-91.995659 37.661797 255.17
-91.995605 37.322742 -271.17
-91.995575 35.937832 144.68
-91.995575 36.751266 24.94
-91.99556 35.347252 -55.54
-91.995476 38.223743 -56.03
-91.995445 35.821629 107.37
